kind,slug,url,title,src
blog,create-ai-agents-business-uk-smb-guide-2026,/blog/create-ai-agents-business-uk-smb-guide-2026,How to Create AI Agents for Your Business in 2026: A UK SMB Implementation Guide,src/lib/legacy-pages/Blog/posts/create-ai-agents-business-uk-smb-guide-2026.tsx
blog,custom-online-store-development-uk-smbs-2026,/blog/custom-online-store-development-uk-smbs-2026,Custom Online Store Development for UK SMBs: Enterprise Features Without Enterprise Costs (2026 Guide),src/lib/legacy-pages/Blog/posts/custom-online-store-development-uk-smbs-2026.tsx
blog,custom-shopify-theme-development-us-brands-2026,/blog/custom-shopify-theme-development-us-brands-2026,Custom Shopify Theme Development for US Brands: A Complete 2026 Guide,src/lib/legacy-pages/Blog/posts/custom-shopify-theme-development-us-brands-2026.tsx
blog,custom-web-development-vs-wordpress-us-small-business-2026,/blog/custom-web-development-vs-wordpress-us-small-business-2026,Custom Web Development vs WordPress for US Small Businesses: When to Choose What in 2026,src/lib/legacy-pages/Blog/posts/custom-web-development-vs-wordpress-us-small-business-2026.tsx
blog,digital-marketing-for-small-business-india,/blog/digital-marketing-for-small-business-india,Digital Marketing for Small Businesses in India: A Simple Guide,src/lib/legacy-pages/Blog/posts/digital-marketing-for-small-business-india.tsx
blog,ecommerce-development-denver-co-small-business,/blog/ecommerce-development-denver-co-small-business,Ecommerce Development in Denver CO: Small Business Guide 2026,src/lib/legacy-pages/Blog/posts/ecommerce-development-denver-co-small-business.tsx
blog,ecommerce-development-uk-shopify-woocommerce-2026,/blog/ecommerce-development-uk-shopify-woocommerce-2026,E-Commerce Development in the UK: Shopify & WooCommerce Solutions for Growing SMBs (2026),src/lib/legacy-pages/Blog/posts/ecommerce-development-uk-shopify-woocommerce-2026.tsx
blog,evaluate-web-design-agency-us-smbs-2026,/blog/evaluate-web-design-agency-us-smbs-2026,How US SMBs Should Evaluate a Web Design Agency in 2026,src/lib/legacy-pages/Blog/posts/evaluate-web-design-agency-us-smbs-2026.tsx
blog,generative-engine-optimization-guide,/blog/generative-engine-optimization-guide,Generative Engine Optimization (GEO): The 2026 Guide,src/lib/legacy-pages/Blog/posts/generative-engine-optimization-guide.tsx
blog,geo-cost-small-business-2026,/blog/geo-cost-small-business-2026,"How Much Does GEO Cost in 2026? Real AI SEO Pricing, Decoded",src/lib/legacy-pages/Blog/posts/geo-cost-small-business-2026.tsx
blog,how-long-does-seo-take-2026-month-by-month-timeline,/blog/how-long-does-seo-take-2026-month-by-month-timeline,How Long Does SEO Take in 2026? A Month-by-Month Timeline,src/lib/legacy-pages/Blog/posts/how-long-does-seo-take-2026-month-by-month-timeline.tsx
blog,how-much-does-a-website-cost-small-business-usa-2026,/blog/how-much-does-a-website-cost-small-business-usa-2026,How Much Does a Website Cost for a Small Business in the USA? (2026),src/lib/legacy-pages/Blog/posts/how-much-does-a-website-cost-small-business-usa-2026.tsx
blog,how-to-build-online-store-uk-smb-guide-2026,/blog/how-to-build-online-store-uk-smb-guide-2026,How to Build an Online Store in 2026: A UK SMB Founder,src/lib/legacy-pages/Blog/posts/how-to-build-online-store-uk-smb-guide-2026.tsx
blog,how-to-choose-digital-marketing-agency-india-2026,/blog/how-to-choose-digital-marketing-agency-india-2026,How to Choose the Best Digital Marketing Agency in India (2026 Guide),src/lib/legacy-pages/Blog/posts/how-to-choose-digital-marketing-agency-india-2026.tsx
blog,how-to-choose-web-design-agency-uk-2026,/blog/how-to-choose-web-design-agency-uk-2026,How to Choose a Web Design Agency in 2026: 12 Questions UK SMBs Must Ask (From 500+ Projects),src/lib/legacy-pages/Blog/posts/how-to-choose-web-design-agency-uk-2026.tsx
blog,how-to-get-chatgpt-to-recommend-your-business-2026,/blog/how-to-get-chatgpt-to-recommend-your-business-2026,How to Get ChatGPT to Recommend Your Small Business (2026 Playbook),src/lib/legacy-pages/Blog/posts/how-to-get-chatgpt-to-recommend-your-business-2026.tsx
blog,how-to-sell-on-amazon-2026,/blog/how-to-sell-on-amazon-2026,How to Sell on Amazon in 2026: A Step-by-Step Guide for US Sellers,src/lib/legacy-pages/Blog/posts/how-to-sell-on-amazon-2026.tsx
blog,how-to-sell-on-tiktok-shop-2026,/blog/how-to-sell-on-tiktok-shop-2026,How to Sell on TikTok Shop in 2026: A Step-by-Step Guide for US Sellers,src/lib/legacy-pages/Blog/posts/how-to-sell-on-tiktok-shop-2026.tsx
blog,how-to-sell-on-walmart-marketplace-2026,/blog/how-to-sell-on-walmart-marketplace-2026,How to Sell on Walmart Marketplace in 2026: A Step-by-Step Guide for US Sellers,src/lib/legacy-pages/Blog/posts/how-to-sell-on-walmart-marketplace-2026.tsx
blog,how-to-show-up-in-google-ai-overviews-small-business,/blog/how-to-show-up-in-google-ai-overviews-small-business,How to Show Up in Google AI Overviews: A Small Business Checklist,src/lib/legacy-pages/Blog/posts/how-to-show-up-in-google-ai-overviews-small-business.tsx
blog,how-uk-smbs-evaluate-woocommerce-agency-2026,/blog/how-uk-smbs-evaluate-woocommerce-agency-2026,How UK SMBs Should Evaluate a WooCommerce Agency in 2026,src/lib/legacy-pages/Blog/posts/how-uk-smbs-evaluate-woocommerce-agency-2026.tsx
blog,is-geo-replacing-seo-2026,/blog/is-geo-replacing-seo-2026,Is GEO Replacing SEO in 2026?,src/lib/legacy-pages/Blog/posts/is-geo-replacing-seo-2026.tsx
blog,is-seo-dead-2026-ai-search-data,/blog/is-seo-dead-2026-ai-search-data,Is SEO Dead in 2026? What the AI Search Data Actually Says,src/lib/legacy-pages/Blog/posts/is-seo-dead-2026-ai-search-data.tsx
blog,local-seo-uk-small-businesses-map-pack,/blog/local-seo-uk-small-businesses-map-pack,Local SEO for UK Small Businesses: What Actually Moves the Map Pack,src/lib/legacy-pages/Blog/posts/local-seo-uk-small-businesses-map-pack.tsx
blog,nyc-b2b-corporate-web-design-guide-2026,/blog/nyc-b2b-corporate-web-design-guide-2026,NYC B2B & Corporate Web Design: What Manhattan and Brooklyn Companies Should Demand From Their Agency in 2026,src/lib/legacy-pages/Blog/posts/nyc-b2b-corporate-web-design-guide-2026.tsx
blog,raleigh-shopify-training-support-triangle-nc-2026,/blog/raleigh-shopify-training-support-triangle-nc-2026,Raleigh Shopify Training and Support: A Practical 2026 Playbook for Triangle Small Businesses,src/lib/legacy-pages/Blog/posts/raleigh-shopify-training-support-triangle-nc-2026.tsx
blog,sales-automation-ai-uk-smbs-workflows,/blog/sales-automation-ai-uk-smbs-workflows,Sales Automation AI for UK SMBs: 7 Proven Workflows That Closed £2.4M in 2026,src/lib/legacy-pages/Blog/posts/sales-automation-ai-uk-smbs-workflows.tsx
blog,sales-automation-tools-uk-smbs-roi-2026,/blog/sales-automation-tools-uk-smbs-roi-2026,17 Sales Automation Tools UK SMBs Actually Use in 2026 (Ranked by ROI),src/lib/legacy-pages/Blog/posts/sales-automation-tools-uk-smbs-roi-2026.tsx
blog,sell-ai-automation-services-uk-agency-playbook-2026,/blog/sell-ai-automation-services-uk-agency-playbook-2026,How to Sell AI Automation Services in 2026: The UK Agency Playbook (12+ Years Refined),src/lib/legacy-pages/Blog/posts/sell-ai-automation-services-uk-agency-playbook-2026.tsx
blog,seo-audit-cost-2026,/blog/seo-audit-cost-2026,How Much Does an SEO Audit Cost in 2026? (Real Pricing Breakdown),src/lib/legacy-pages/Blog/posts/seo-audit-cost-2026.tsx
blog,seo-cost-small-business-2026,/blog/seo-cost-small-business-2026,"How Much Does SEO Cost for a Small Business in 2026? ($500–$3,500/Mo, Itemized)",src/lib/legacy-pages/Blog/posts/seo-cost-small-business-2026.tsx
blog,seo-recruitment-agencies-uk-2026,/blog/seo-recruitment-agencies-uk-2026,SEO for Recruitment Agencies in 2026: AI-Powered Strategies to Fill Your Pipeline (UK Guide),src/lib/legacy-pages/Blog/posts/seo-recruitment-agencies-uk-2026.tsx
blog,shopify-development-cost-2026,/blog/shopify-development-cost-2026,Shopify Development Cost in 2026: Real Numbers From 500+ Store Builds,src/lib/legacy-pages/Blog/posts/shopify-development-cost-2026.tsx
blog,shopify-store-development-uk-smbs-2026-guide,/blog/shopify-store-development-uk-smbs-2026-guide,Shopify Store Development for UK SMBs: From Setup to Scale in 2026 (Complete Agency Guide),src/lib/legacy-pages/Blog/posts/shopify-store-development-uk-smbs-2026-guide.tsx
blog,shopify-store-setup-us-small-business-7-days,/blog/shopify-store-setup-us-small-business-7-days,How to Launch a Shopify Store in 7 Days for US Small Businesses,src/lib/legacy-pages/Blog/posts/shopify-store-setup-us-small-business-7-days.tsx
blog,shopify-vs-custom-website-us-small-business-2026,/blog/shopify-vs-custom-website-us-small-business-2026,Shopify vs. Custom Website for US Small Business: Which Is Right for You in 2026?,src/lib/legacy-pages/Blog/posts/shopify-vs-custom-website-us-small-business-2026.tsx
blog,shopify-vs-woocommerce-us-small-business-2026,/blog/shopify-vs-woocommerce-us-small-business-2026,Shopify vs WooCommerce for US Small Businesses in 2026: The Honest Comparison,src/lib/legacy-pages/Blog/posts/shopify-vs-woocommerce-us-small-business-2026.tsx
blog,shopify-website-cost,/blog/shopify-website-cost,How Much Does a Shopify Website Cost in 2026? (Real Numbers),src/lib/legacy-pages/Blog/posts/shopify-website-cost.tsx
blog,top-ecommerce-development-agencies-uk-2026,/blog/top-ecommerce-development-agencies-uk-2026,Top E-Commerce Development Agencies in the UK for 2026: How to Choose the Right Partner for Your SMB,src/lib/legacy-pages/Blog/posts/top-ecommerce-development-agencies-uk-2026.tsx
blog,top-web-design-agencies-london-smbs-2026,/blog/top-web-design-agencies-london-smbs-2026,Top 12 Web Design Agencies in London for Growing SMBs (2026 Comparison),src/lib/legacy-pages/Blog/posts/top-web-design-agencies-london-smbs-2026.tsx
blog,uk-web-design-agency-pricing-2026-smb-guide,/blog/uk-web-design-agency-pricing-2026-smb-guide,How Much Do Web Design Agencies Charge in 2026? UK Pricing Guide for SMBs,src/lib/legacy-pages/Blog/posts/uk-web-design-agency-pricing-2026-smb-guide.tsx
blog,web-design-austin-tx-small-business-guide-2026,/blog/web-design-austin-tx-small-business-guide-2026,Web Design in Austin TX: Small Business Guide for 2026,src/lib/legacy-pages/Blog/posts/web-design-austin-tx-small-business-guide-2026.tsx
blog,web-design-charlotte-nc-small-business-2026,/blog/web-design-charlotte-nc-small-business-2026,Web Design Charlotte NC: What Small Businesses Need to Know in 2026,src/lib/legacy-pages/Blog/posts/web-design-charlotte-nc-small-business-2026.tsx
blog,web-design-denver-co-small-business-2026,/blog/web-design-denver-co-small-business-2026,Web Design for Denver CO Small Businesses: 2026 Pricing & Agency Guide,src/lib/legacy-pages/Blog/posts/web-design-denver-co-small-business-2026.tsx
blog,web-design-miami-fl-small-business-2026,/blog/web-design-miami-fl-small-business-2026,Web Design for Miami FL Small Businesses: 2026 Complete Guide,src/lib/legacy-pages/Blog/posts/web-design-miami-fl-small-business-2026.tsx
blog,web-design-nashville-tn-small-business-2026,/blog/web-design-nashville-tn-small-business-2026,Web Design in Nashville TN: Complete Small Business Guide 2026,src/lib/legacy-pages/Blog/posts/web-design-nashville-tn-small-business-2026.tsx
blog,webflow-vs-wordpress-us-small-business-2026,/blog/webflow-vs-wordpress-us-small-business-2026,Webflow vs WordPress for US Small Businesses: The Honest 2026 Comparison,src/lib/legacy-pages/Blog/posts/webflow-vs-wordpress-us-small-business-2026.tsx
blog,website-cost-small-business-usa-2026,/blog/website-cost-small-business-usa-2026,How Much Does a Website Cost for a Small Business in the USA? (2026 Complete Guide),src/lib/legacy-pages/Blog/posts/website-cost-small-business-usa-2026.tsx
blog,website-development-cost-india-2026,/blog/website-development-cost-india-2026,Website Development Cost in India 2026: The Honest Breakdown (With Real Numbers),src/lib/legacy-pages/Blog/posts/website-development-cost-india-2026.tsx
blog,website-redesign-cost-uk-2026-complete-pricing-guide,/blog/website-redesign-cost-uk-2026-complete-pricing-guide,Website Redesign Cost UK 2026: Complete Pricing Guide for SMBs (5-200 Employees),src/lib/legacy-pages/Blog/posts/website-redesign-cost-uk-2026-complete-pricing-guide.tsx
blog,website-redesign-cost-us-small-business-2026,/blog/website-redesign-cost-us-small-business-2026,Website Redesign Cost for US Small Businesses in 2026,src/lib/legacy-pages/Blog/posts/website-redesign-cost-us-small-business-2026.tsx
blog,website-redesign-small-business-uk-2026-ai-powered,/blog/website-redesign-small-business-uk-2026-ai-powered,Website Redesign for Small Business UK 2026: AI-Powered Transformation in 4 Weeks,src/lib/legacy-pages/Blog/posts/website-redesign-small-business-uk-2026-ai-powered.tsx
blog,what-does-an-ai-automation-agency-do-uk,/blog/what-does-an-ai-automation-agency-do-uk,What Does an AI Automation Agency Actually Do?,src/lib/legacy-pages/Blog/posts/what-does-an-ai-automation-agency-do-uk.tsx
blog,what-does-an-ai-automation-agency-do,/blog/what-does-an-ai-automation-agency-do,What Does an AI Automation Agency Actually Do?,src/lib/legacy-pages/Blog/posts/what-does-an-ai-automation-agency-do.tsx
blog,what-does-web-design-agency-do-2026,/blog/what-does-web-design-agency-do-2026,What Does a Web Design Agency Actually Do in 2026? (Beyond Just Building Websites),src/lib/legacy-pages/Blog/posts/what-does-web-design-agency-do-2026.tsx
blog,what-is-agentic-ai,/blog/what-is-agentic-ai,What Is Agentic AI? A Plain-English Guide with Examples (2026),src/lib/legacy-pages/Blog/posts/what-is-agentic-ai.tsx
blog,what-is-agentic-commerce,/blog/what-is-agentic-commerce,What Is Agentic Commerce? A Plain-English Guide (2026),src/lib/legacy-pages/Blog/posts/what-is-agentic-commerce.tsx
blog,will-ai-replace-web-designers,/blog/will-ai-replace-web-designers,Will AI Replace Web Designers? An Honest 2026 Answer,src/lib/legacy-pages/Blog/posts/will-ai-replace-web-designers.tsx
blog,woocommerce-seo-tips-uk-stores,/blog/woocommerce-seo-tips-uk-stores,WooCommerce SEO Tips for UK Stores: 12 Tactics That Drive Organic Sales,src/lib/legacy-pages/Blog/posts/woocommerce-seo-tips-uk-stores.tsx
blog-inline,hidden-cost-of-cheap-websites-india,/blog/hidden-cost-of-cheap-websites-india,"The Hidden Cost of Cheap Websites in India: Why a ₹10,000 Site Is Costing You Lakhs in 2026",src/lib/legacy-pages/Blog/posts.tsx
blog-inline,react-vs-wordpress,/blog/react-vs-wordpress,React vs WordPress: Which Architecture Suits Your Business?,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,website-redesign-checklist-2026,/blog/website-redesign-checklist-2026,The 2026 Redesign Checklist: When to Replace Your Old Website,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,b2b-web-design-trust-signals,/blog/b2b-web-design-trust-signals,Trust Signals: How to Design B2B Websites That Convert,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,mobile-only-design-strategy,/blog/mobile-only-design-strategy,Mobile-Only Design vs Responsive Design: The Complete 2026 Strategy Guide,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,shopify-vs-woocommerce-india-comparison,/blog/shopify-vs-woocommerce-india-comparison,Shopify vs WooCommerce vs Custom: An India Focused E Commerce Guide,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,reduce-cart-abandonment-ui-ux,/blog/reduce-cart-abandonment-ui-ux,Reducing Cart Abandonment: The UI UX Fixes That Save Revenue,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,scaling-ecommerce-infrastructure,/blog/scaling-ecommerce-infrastructure,"Scaling Ecommerce Infrastructure: From 10 Orders to 1,000 Orders a Day",src/lib/legacy-pages/Blog/posts.tsx
blog-inline,quick-commerce-app-design-trends,/blog/quick-commerce-app-design-trends,Quick Commerce UI Designing for the 10 Minute Generation,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,best-payment-gateway-india-2026,/blog/best-payment-gateway-india-2026,The Payment Gateway Matrix: Razorpay vs Stripe vs PhonePe,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,wordpress-security-audit-guide,/blog/wordpress-security-audit-guide,The Anatomy of a Hack How WordPress Sites Get Breached,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,importance-of-website-maintenance-seo,/blog/importance-of-website-maintenance-seo,Why Set It and Forget It Slowly Kills SEO Rankings,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,core-web-vitals-optimization-service,/blog/core-web-vitals-optimization-service,Core Web Vitals 2026 The Metrics That Actually Matter,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,cost-of-website-downtime-calculator,/blog/cost-of-website-downtime-calculator,The ROI of AMC: Calculating the Cost of Downtime,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,wordpress-speed-optimization-plugin-audit,/blog/wordpress-speed-optimization-plugin-audit,Plugin Bloat Why WordPress Sites Become Slow Over Time,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,aio-artificial-intelligence-optimization-guide,/blog/aio-artificial-intelligence-optimization-guide,AIO AI Optimization: The Future of Search Beyond Keywords,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,headless-commerce-pros-cons,/blog/headless-commerce-pros-cons,Headless Commerce Is It Worth the Complexity for Your Business,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,local-seo-multi-location-business,/blog/local-seo-multi-location-business,Local SEO for Global Brands: The Glocal Strategy,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,color-psychology-web-design-india,/blog/color-psychology-web-design-india,The Psychology of Color in Indian E Commerce,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,mvp-development-strategy-startups,/blog/mvp-development-strategy-startups,Startups Should Stop Building Custom and Start with Low Code,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,what-is-webflow,/blog/what-is-webflow,What is Webflow? A Complete Guide with Features and Comparison,src/lib/legacy-pages/Blog/posts.tsx
blog-inline,top-web-design-companies-mumbai,/blog/top-web-design-companies-mumbai,Best Web Design & E-Commerce Development Companies in Mumbai (2026 Expert Review),src/lib/legacy-pages/Blog/posts.tsx
blog-mdx,world-cup-2026-ecommerce-flash-sale-store-us,/blog/world-cup-2026-ecommerce-flash-sale-store-us,World Cup 2026: Build a Flash-Sale Store in 7 Days,content/blog/world-cup-2026-ecommerce-flash-sale-store-us.mdx
blog-mdx,world-cup-2026-seo-small-business,/blog/world-cup-2026-seo-small-business,FIFA World Cup 2026: 7 SEO Moves for Small Businesses Before the Opening Match,content/blog/world-cup-2026-seo-small-business.mdx
root,about,/about,About FactoryJet | E-Commerce Development Agency for DTC & B2B,src/app/about/page.tsx
root,agentic-commerce,/agentic-commerce,Agentic Commerce Explained: The 2026 Guide for Brands | FactoryJet,src/app/agentic-commerce/page.tsx
root,ai-citation-study,/ai-citation-study,We Measured 58 Pages That AI Actually Cites. Authority Did Not Predict It. | FactoryJet,src/app/ai-citation-study/page.tsx
root,ai-seo,/ai-seo,"AI SEO Company in India: AI SEO Agency, GEO + AEO | FactoryJet",src/app/ai-seo/page.tsx
root,ai-visibility-checker,/ai-visibility-checker,Free AI Visibility Checker: Does ChatGPT Recommend You? | FactoryJet,src/app/ai-visibility-checker/page.tsx
city,arlington/seo,/arlington/seo,Arlington TX SEO Company | Local SEO Services | FactoryJet,src/app/arlington/seo/page.tsx
geo-other,au,/au,Web Design Agency Australia | Websites Live in 7 Days | FactoryJet,src/app/au/page.tsx
city,austin/ai-agents,/austin/ai-agents,AI Agents & Chatbots for Austin TX Businesses | FactoryJet,src/app/austin/ai-agents/page.tsx
city,austin/ecommerce-development,/austin/ecommerce-development,"Ecommerce Development Austin TX | 7-Day Delivery, Fixed-Price | FactoryJet",src/app/austin/ecommerce-development/page.tsx
city,austin/seo,/austin/seo,Austin SEO Company | Local SEO Services TX | FactoryJet,src/app/austin/seo/page.tsx
city,austin/web-design,/austin/web-design,"Web Design Austin TX | 7-Day Delivery, Fixed-Price | FactoryJet",src/app/austin/web-design/page.tsx
root,b2b-ecommerce,/b2b-ecommerce,B2B E-Commerce Agency | Wholesale & Multi-Channel Commerce Platforms | FactoryJet,src/app/b2b-ecommerce/page.tsx
root,best-ecommerce-platforms,/best-ecommerce-platforms,Best Ecommerce Platform for Your Business | Platform Comparison | FactoryJet,src/app/best-ecommerce-platforms/page.tsx
root,bigcommerce-development,/bigcommerce-development,BigCommerce Development Agency | BigCommerce Developers | FactoryJet,src/app/bigcommerce-development/page.tsx
